CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,TELEFONO_1,TELEFONO_2
01-15-0675-46,01-411,GUATEMALA,VILLA NUEVA,COLEGIO MIXTO VALLE DE YAHVEH,"1A. AVENIDA 8-46 ZONA 3, BÁRCENAS",JUAN ENRIQUE MARTINEZ SOLANO,ALIRIA DEL CARMEN RESTREPO ALFARO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,57260630,
01-15-0677-46,01-411,GUATEMALA,VILLA NUEVA,COLEGIO RAFAEL AREVALO MARTINEZ,7A. AVENIDA 7-55 ZONA 3,JUAN ENRIQUE MARTINEZ SOLANO,ANA PATRICIA GUAMUCH TUBAC,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,66269330,
01-15-0679-46,01-411,GUATEMALA,VILLA NUEVA,COLEGIO CRISTIANO PENIEL PERONIA,3A. CALLE 7-70 ZONA 1,JUAN ENRIQUE MARTINEZ SOLANO,CELIA NOHEMI SIRÍN IQUIQUE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,34037730,
01-15-0681-46,01-411,GUATEMALA,VILLA NUEVA,CENTRO EDUCATIVO JOSE MILLA Y VIDAURRE,2A. CALLE 2-43,JUAN ENRIQUE MARTINEZ SOLANO,EMILCEN LISSETTE NICOLAS OLIVA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,66757659,
01-15-0683-46,01-411,GUATEMALA,VILLA NUEVA,LICEO TECNOLOGICO GALES,"LOTE 8, FRACCION 2, ZONA 4, GRANJAS ITALIA",JUAN ENRIQUE MARTINEZ SOLANO,JOSE ELEODORO ALBARAN VASQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,42127009,
01-15-0685-46,01-411,GUATEMALA,VILLA NUEVA,INSTITUTO PROFESIONAL DE COMPUTACION,7A. CALLE 3-40 ZONA 1,JUAN ENRIQUE MARTINEZ SOLANO,JORGE LUIS CONTRERAS MOLINA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,66619833,
01-15-0687-46,01-641,GUATEMALA,VILLA NUEVA,COLEGIO MIXTO MARTA MARIA,3A. CALLE 9-98 ZONA 1,MILTON ALONSO ALVAREZ FUENTES,ARELIS YOJANA GODINEZ MENDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,66647280,
01-15-0689-46,01-641,GUATEMALA,VILLA NUEVA,COLEGIO PARTICULAR MIXTO DIOS DE ISRAEL,8A. AVENIDA 7-51 MEZQUITAL ZONA 12,MILTON ALONSO ALVAREZ FUENTES,MARÍA SOFÍA PINEDA CACEROS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,43621530,
01-15-0691-46,01-411,GUATEMALA,VILLA NUEVA,COLEGIO MIXTO RUBEN DARIO,"6A. CALLE A Y 11A. AVENIDA 6-91, BARCENA",JUAN ENRIQUE MARTINEZ SOLANO,IRIS ADILIA GONZALEZ ARAGON,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,51416943,
01-15-0693-46,01-411,GUATEMALA,VILLA NUEVA,COLEGIO TECNOLOGICO INTEGRAL DE GUATEMALA,"LOTE 29, MANZAJA J, SECTOR 1, LAS TERRAZAS, ZONA 8, CIUDAD PERONIA",JUAN ENRIQUE MARTINEZ SOLANO,AURA LETICIA REYES RODRIGUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,56163522,
01-15-0695-46,01-411,GUATEMALA,VILLA NUEVA,COLEGIO LICEO MARQUENSE,"13A. AVENIDA 22-55 ZONA 12, COLONIA VILLA LOBOS I",JUAN ENRIQUE MARTINEZ SOLANO,AXEL FENRIS ZAVALA RAMOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,54555951,
01-15-0697-46,01-411,GUATEMALA,VILLA NUEVA,CENTRO ESCOLAR CATOLICO LA ESCUELA DE CRISTO,"6A. CALLE 2-87 ZONA 4, COLONIA VENECIA I",JUAN ENRIQUE MARTINEZ SOLANO,SARA BEATRÍZ RAMOS DÁVILA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,33870932,
01-15-0701-46,01-212,GUATEMALA,VILLA NUEVA,LICEO TECNOLOGICO MAHANAIM,8A. CALLE 5-96 ZONA 1,HAROLDO ENRIQUE NAVAS PAZ,TANIA ELIZABETH BAJÁN CHAJÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,53461370,
01-15-0702-46,01-411,GUATEMALA,VILLA NUEVA,LICEO TECNOLOGICO MAHANAIM,8A. CALLE 5-96 ZONA 1,JUAN ENRIQUE MARTINEZ SOLANO,TANIA ELIZABETH BAJÁN CHAJÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR,53461370,
01-15-0703-46,01-411,GUATEMALA,VILLA NUEVA,LICEO TECNOLOGICO MAHANAIM,7A. CALLE 5-85 ZONA 1,JUAN ENRIQUE MARTINEZ SOLANO,TANIA ELIZABETH BAJÁN CHAJÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,53461370,
01-15-0706-46,01-213,GUATEMALA,VILLA NUEVA,COLEGIO TERCER MILENIO,"9A. CALLE 5-97 ZONA 2, VILLAS DE LAS ROSAS",MARTHA SUSANA ROBLES CHAVEZ,BRENDA ELIZABETH SALAZAR CALLEJAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,66298178,
01-15-0708-46,01-411,GUATEMALA,VILLA NUEVA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,"7A. CALLE A, 3-73, ZONA 5, COLONIA LOS PLANES",JUAN ENRIQUE MARTINEZ SOLANO,ANA ELIZABETH GARCÍA BELLOSO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,52428966,
01-15-0710-46,01-411,GUATEMALA,VILLA NUEVA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,"7A. CALLE A 3-73, ZONA 3, COLONIA SANTA ISABEL I",JUAN ENRIQUE MARTINEZ SOLANO,REBECA LUCRECIA MALDONADO RUÍZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,59340090,
01-15-0712-46,01-411,GUATEMALA,VILLA NUEVA,INSTITUTO NACIONAL DE EDUCACION BASICA Y DIVERSIFICADA,"4A. CALLE 5-75 ZONA 4, COLONIA ETERNA PRIMAVERA",JUAN ENRIQUE MARTINEZ SOLANO,ELIDA ELVIRA DEL CID ECHEVERRÍA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,35704225,
01-15-0714-46,01-411,GUATEMALA,VILLA NUEVA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,"3A. CALLE A, 5A. AVENIDA, ZONA 3, COLONIA ULISES ROJAS",JUAN ENRIQUE MARTINEZ SOLANO,CLAUDIA LUCRECIA SLOWING BARRERA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,54548200,
01-15-0716-46,01-219,GUATEMALA,VILLA NUEVA,INSTITUTO NACIONAL DE EDUCACION BASICA Y DIVERSIFICADA,"5A. CALLE 2-30 ZONA 8, LA SELVA",DAVID SALOMON MEJIA SAMAYOA,EVELYN PATRICIA CÚMES NUILA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,42122476,
01-15-0718-46,01-641,GUATEMALA,VILLA NUEVA,INSTITUTO NACIONAL DE EDUCACION BASICA Y DIVERSIFICADA,"LOTE 2 A, CALLE AMAZONAS VI",MILTON ALONSO ALVAREZ FUENTES,RENE ARMANDO MORALES,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,53062960,
01-15-0720-46,01-641,GUATEMALA,VILLA NUEVA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,"53 CALLE 3-26 ZONA 12, COLONIA VILLA LOBOS II",MILTON ALONSO ALVAREZ FUENTES,ALICIA DEL CARMEN DÁVILA CAMPOS,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,43828740,
01-15-0722-46,01-641,GUATEMALA,VILLA NUEVA,INSTITUTO NACIONAL DE EDUCACION BASICA Y DIVERSIFICADA,"2A. AVENIDA 2-99 ZONA 12, COLONIA LAS MARGARITAS",MILTON ALONSO ALVAREZ FUENTES,GLORIA LETICIA CHOC CÚ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,59990798,
01-15-0724-46,01-411,GUATEMALA,VILLA NUEVA,INSTITUTO NACIONAL DE EDUCACION BASICA Y DIVERSIFICADA,"3A. CALLE 15-81 ZONA 4, ASENTAMIENTO MARIO ALIOTO",JUAN ENRIQUE MARTINEZ SOLANO,MAGDALY ANABELY SALAZAR MORALES,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,55880045,
01-15-0726-46,01-411,GUATEMALA,VILLA NUEVA,CENTRO EDUCATIVO MANUEL GALICH,"4A. AVENIDA 2-27 COLONIA ETERNA PRIMAVERA, ZONA 4",JUAN ENRIQUE MARTINEZ SOLANO,BENIGNO ISAÍAS DE LEÓN OROZCO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,41563207,
01-15-0728-46,01-411,GUATEMALA,VILLA NUEVA,COLEGIO CRISTIANO BILINGUE GENERACION DE JOSUE,4A. CALLE 9-20 ZONA 1,JUAN ENRIQUE MARTINEZ SOLANO,CELIA NOHEMI SIRÍN IQUIQUE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,52731900,
01-15-0730-46,01-411,GUATEMALA,VILLA NUEVA,CENTRO EDUCATIVO MIXTO LOS ROSALES,5A. CALLE 7-41 ZONA 1,JUAN ENRIQUE MARTINEZ SOLANO,VIVIAN ANDREA RAMÍREZ GALLARDO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,66311112,
01-15-0732-46,01-641,GUATEMALA,VILLA NUEVA,LICEO MIXTO EVANGELICO DE ORDEN DIVINO,"3A. AVENIDA 25-18, COLONIA VILLA LOBOS I, ZONA 12",MILTON ALONSO ALVAREZ FUENTES,GILMA MAGALY BOLAÑOS POLANCO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,55347792,
01-15-0734-46,01-411,GUATEMALA,VILLA NUEVA,COLEGIO AMOR Y SABIDURIA,"10A. CALLE 5-05 ZONA 6, RESIDENCIALES CATALINA",JUAN ENRIQUE MARTINEZ SOLANO,EDGAR AMILCAR ESCOBAR VALENZUELA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,66311227,
01-15-0736-46,01-411,GUATEMALA,VILLA NUEVA,LICEO MIXTO CRISTIANO PIAGET,"2A. AVENIDA 4-60 CIUDAD REAL I, ZONA 12",JUAN ENRIQUE MARTINEZ SOLANO,SILVIA ELIZABETH FLORES HERNÁNDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,42190100,
01-15-0738-46,01-641,GUATEMALA,VILLA NUEVA,COLEGIO MIXTO CRISTIANO JOSUE,"6A. AVENIDA 0-85, CIUDAD REAL I",MILTON ALONSO ALVAREZ FUENTES,ALEXIA MEROISA RAMIREZ JUAREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,24494835,
01-15-0740-46,01-411,GUATEMALA,VILLA NUEVA,INSTITUTO MIXTO NOCTURNO EL ANGEL,1A. CALLE 1-63 ZONA 5,JUAN ENRIQUE MARTINEZ SOLANO,CINDY JUDITH GARCIA LOAIZA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,54279122,
01-15-0742-46,01-411,GUATEMALA,VILLA NUEVA,LICEO CRISTIANO SENDAS NUEVAS,"13A. AVENIDA A 14-46 ZONA 2, COLONIA SAN RAFAEL RAMIREZ",JUAN ENRIQUE MARTINEZ SOLANO,ESWIN ROLANDO LÓPEZ CATALÁN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,41495662,
01-15-0744-46,01-641,GUATEMALA,VILLA NUEVA,LICEO INTERCULTURAL DE GUATEMALA,"3A. AVENIDA 24-12, COLONIA VILLA LOBOS I",MILTON ALONSO ALVAREZ FUENTES,BÁRBARA SOFÍA ROSALES QUIJANO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,52442919,
01-15-0749-46,01-411,GUATEMALA,VILLA NUEVA,INSTITUTO MIXTO PRIVADO JUAN GERARDI,"2A. AVENIDA 1-29 COLONIA BETHANCOURTH, ZONA 4",JUAN ENRIQUE MARTINEZ SOLANO,JENNEVIER BETZABÉ PALACIOS ESPAÑA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,66310390,
01-15-0751-46,01-411,GUATEMALA,VILLA NUEVA,CENTRO EDUCATIVO IMB-PC EN LINEA (IMB-PC ONLINE),"2A. CALLE 0-20 ZONA 1, KILOMETRO 17.9 CARRETERA AL PACIFICO",JUAN ENRIQUE MARTINEZ SOLANO,SANDRA TERESA ROBLES DIAZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,A DISTANCIA,GUATEMALA SUR,66260200,
01-15-0752-46,01-411,GUATEMALA,VILLA NUEVA,CENTRO EDUCATIVO IMB-PC EN LINEA (IMB-PC ONLINE),"2A. CALLE 0-20 ZONA 1, KILOMETRO 17.9 CARRETERA AL PACIFICO",JUAN ENRIQUE MARTINEZ SOLANO,SANDRA TERESA ROBLES DIAZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,66260200,
01-15-0754-46,01-411,GUATEMALA,VILLA NUEVA,COLEGIO MIXTO REAL EL VALLE,"12A. AVENIDA 3-73, ZONA 1",JUAN ENRIQUE MARTINEZ SOLANO,ROSA ELVIRA PÉREZ OCHOA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,30328723,
01-15-0755-46,01-219,GUATEMALA,VILLA NUEVA,CENTRO EDUCATIVO FE Y ALEGRIA NO. 22,"6A. AVENIDA 2-22, CIUDAD PERONIA ZONA 8",DAVID SALOMON MEJIA SAMAYOA,VICTORIA ISABEL XICAY MUJ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,48100417,
01-15-0756-46,01-213,GUATEMALA,VILLA NUEVA,CENTRO EDUCATIVO MIEL,6A. CALLE 5-56 RESIDENCIALES CATALINA,MARTHA SUSANA ROBLES CHAVEZ,MALVA DANIELA BARRIOS MINCHEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,66717272,
01-15-0757-46,01-212,GUATEMALA,VILLA NUEVA,LICEO PIERRE DE FERMAT II,6A. CALLE 6-58 ZONA 1,HAROLDO ENRIQUE NAVAS PAZ,CARMEN ALCIRA GARCÍA REYES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,66364884,
01-15-0759-46,01-411,GUATEMALA,VILLA NUEVA,LICEO TECNOLOGICO MAHANAIM,8A. CALLE 5-96 ZONA 1,JUAN ENRIQUE MARTINEZ SOLANO,TANIA ELIZABETH BAJÁN CHAJÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,53461370,
01-15-0762-46,01-411,GUATEMALA,VILLA NUEVA,LICEO LIDERES DEL FUTURO,"10A. AVENIDA 5-02 ZONA 4, COLONIA LINDA VISTA",JUAN ENRIQUE MARTINEZ SOLANO,JULIA AZUCENA GONZÁLEZ DE LEÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,66306798,
01-15-0765-46,01-411,GUATEMALA,VILLA NUEVA,LICEO PIERRE DE FERMAT,4A. AVENIDA 6-40 ZONA 1,JUAN ENRIQUE MARTINEZ SOLANO,CARMEN ALCIRA GARCÍA REYES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,66759863,
01-15-0768-46,01-411,GUATEMALA,VILLA NUEVA,COLEGIO CRISTIANO SAGRADA INFANCIA,"16A. AVENIDA 7-99 ZONA 4, EL ZARZAL",JUAN ENRIQUE MARTINEZ SOLANO,ROSSMERY RAMIREZ DE LA ROSA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,54174382,
01-15-0769-46,01-204,GUATEMALA,VILLA NUEVA,LICEO CRISTIANO FUENTES DEL VALLE,"9A. AVENIDA B, 19-88, FUENTES DEL VALLE 2, ZONA 5",ALFREDO NOHELI TEMAJ MORALES,DINA LISBETH CAMPOSECO SIERRA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,50190290,
01-15-0771-46,01-215,GUATEMALA,VILLA NUEVA,COLEGIO SEDE EDUCATIVA TECNOLOGICA -SET-,"7A. CALLE A 01-46 ZONA 2, RESIDENCIALES SAN JOSÉ EL PLACER",DORA BEATRIZ BARRIOS CRUZ,MARIO ADOLFO JIMÉNEZ RAMÍREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,56124792,
01-15-0772-46,01-215,GUATEMALA,VILLA NUEVA,COLEGIO CRISTIANO TERRANOVA II,"1A. CALLE 7-67 ZONA 5, COLONIA LOS PLANES",DORA BEATRIZ BARRIOS CRUZ,INGRID LEONOR OLIVA GIRÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,45272439,
01-15-0776-46,01-216,GUATEMALA,VILLA NUEVA,CENTRO INTEGRAL DE ESTUDIOS EBENEZER PRIMAVERA,"2A. AVENIDA 4-43, ZONA 4, COLONIA ETERNA PRIMAVERA",ANNY VICTORIA PERDOMO VILLATORO,SILVIA NINETH BRIONES LARIOS DE SAMAYOA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,54147131,
01-15-0777-46,01-411,GUATEMALA,VILLA NUEVA,CENTRO INTEGRAL DE ESTUDIOS EBENEZER PRIMAVERA,"2A. AVENIDA 4-43, ZONA 4, COLONIA ETERNA PRIMAVERA",JUAN ENRIQUE MARTINEZ SOLANO,SILVIA NINETH BRIONES LARIOS DE SAMAYOA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR,54147131,
01-15-0778-46,01-213,GUATEMALA,VILLA NUEVA,COLEGIO RACHMAN,"6A. AVENIDA 8-46 ZONA 6, RESIDENCIALES CATALINA",MARTHA SUSANA ROBLES CHAVEZ,LIDIA LIZBETH POLANCO AQUINO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,58430684,
01-15-0779-46,01-216,GUATEMALA,VILLA NUEVA,COLEGIO CRISTIANO SAGRADA INFANCIA,"16A. AVENIDA 7-99 ZONA 4, EL ZARZAL",ANNY VICTORIA PERDOMO VILLATORO,ROSSMERY RAMÍREZ DE LA ROSA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,66311691,
01-15-0786-46,01-212,GUATEMALA,VILLA NUEVA,LICEO TECNOLOGICO GALES NO. 2,5A. CALLE 3-62 ZONA 1,HAROLDO ENRIQUE NAVAS PAZ,LILIAN YANETH QUEZADA GONZÁLEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,41833189,
01-15-0787-46,01-212,GUATEMALA,VILLA NUEVA,LICEO TECNOLOGICO GALES NO. 2,5A. CALLE 3-62 ZONA 1,HAROLDO ENRIQUE NAVAS PAZ,LILIAN YANETH QUEZADA GONZÁLEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,41833189,
01-15-0788-46,01-411,GUATEMALA,VILLA NUEVA,LICEO TECNOLOGICO GALES NO. 2,5A. CALLE 3-62 ZONA 1,JUAN ENRIQUE MARTINEZ SOLANO,LILIAN YANETH QUEZADA GONZÁLEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,41833189,
01-15-0791-46,01-411,GUATEMALA,VILLA NUEVA,LICEO SAN JOSE DE LOS OLIVOS,10 AVENIDA 6-72 ZONA 3 BARCENAS VILLA NUEVA VILLA NUEVA,JUAN ENRIQUE MARTINEZ SOLANO,THELMA PATRICIA SIPAQUE ORTÍZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR,59636949,
01-15-0793-46,01-411,GUATEMALA,VILLA NUEVA,LICEO SAN JOSE DE LOS OLIVOS,10 AVENIDA 6-72 ZONA 3 BARCENAS VILLA NUEVA VILLA NUEVA,JUAN ENRIQUE MARTINEZ SOLANO,THELMA PATRICIA SIPAQUE ORTÍZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,59636949,
01-15-0795-46,01-213,GUATEMALA,VILLA NUEVA,COLEGIO ENSENAR Y JUGAR TEACH AND PLAY,"18 AVENIDA A 1-58 ZONA 3 RESIDENCIALES ALAMEDAS DE SANTA CLARA SECTOR LAS MARGARITAS VILLA NUEVA, GUATEMALA",MARTHA SUSANA ROBLES CHAVEZ,SUSANA ALMA DALILA ARREOLA AGUIRRE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,66456128,
01-15-0798-46,01-212,GUATEMALA,VILLA NUEVA,COLEGIO AMEYALI SCHOOL,4TA. AVENIDA 2-57 ZONA 4 COLONIA VENECIA 2 VILLA NUEVA,HAROLDO ENRIQUE NAVAS PAZ,ANA PATRICIA MANCILLA DE LA ROCA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,A DISTANCIA,GUATEMALA SUR,59455227,
01-15-0800-46,01-411,GUATEMALA,VILLA NUEVA,COLEGIO TERCER MILENIO,9NA. CALLE 5-97 COLONIA VILLA DE LAS ROSAS ZONA 2 SAN JOSE VILLA NUEVA,JUAN ENRIQUE MARTINEZ SOLANO,BRENDA ELIZABETH SALAZAR CALLEJAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,A DISTANCIA,GUATEMALA SUR,45230000,
01-15-0801-46,01-411,GUATEMALA,VILLA NUEVA,COLEGIO TERCER MILENIO,9NA. CALLE 5-97 COLONIA VILLA DE LAS ROSAS ZONA 2 SAN JOSE VILLA NUEVA,JUAN ENRIQUE MARTINEZ SOLANO,BRENDA ELIZABETH SALAZAR CALLEJAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,GUATEMALA SUR,45230000,
